source_file,move_number,position_id,match_id,actor_color,action,die1,die2,score_o,score_x,match_length,crawford,post_crawford,cube_value,cube_owner,O_bar,X_bar,O_off,X_off,O_points,X_points,expected_xgid
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,33,+7kBBgB3ewEwAA,AYHpAAAAEAAE,O,roll,3,2,0,2,7,0,0,2,O,0,0,0,0,0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 4 2 3 3,2 6 0 3 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-CB---b---B------adbcc-:1:-1:-1:32:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,41,+7kDAAHv3gEIAA,EoHyAAAAEAAE,O,roll,5,4,0,2,7,0,0,4,X,0,0,0,0,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 4 3 4,2 6 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,XGID=-BF-CC-----a-------A-cdcd-:2:1:-1:54:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,37,+7kRAEDv7oAIAA,AQHgAAAAEAAE,O,cube_decision,0,0,0,2,7,0,0,2,O,0,1,0,0,0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 3 3 4,2 6 0 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-CB--A--a--a------cccdA:1:-1:-1:00:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,38,+7kRAEDv7oAIAA,ARngAAAAEAAE,O,double,0,0,0,2,7,0,0,2,O,0,1,0,0,0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 3 3 4,2 6 0 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-CB--A--a--a------cccdA:1:-1:-1:D:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,39,+7kRAEDv7oAIAA,EgHrAAAAEAAE,O,roll,6,2,0,2,7,0,0,4,X,0,1,0,0,0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 3 3 4,2 6 0 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-CB--A--a--a------cccdA:2:1:-1:62:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_2.txt,35,+7kRAQDv7gAwAA,AYHqAAAAEAAE,O,roll,5,2,0,2,7,0,0,2,O,0,0,0,0,0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 3 3 4,2 6 0 3 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-CB--Ab-A---------cccd-:1:-1:-1:52:2:0:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_1.txt,59,+7wHAADfLwAADg,AYHqAAAAAAAE,O,roll,5,2,0,0,7,0,0,2,O,0,0,0,0,0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 5,2 5 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BEcDD----------------afe-:1:-1:-1:52:0:0:0:7:10
pair_10/match_A/4ply_review/gnu_vs_sage_match_10a_game_3.txt,55,+9wAAODeDgDACA,AYHkACAAAAAE,O,roll,1,1,2,0,7,0,0,2,O,1,0,0,3,0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3,2 5 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=aBEbCB---------------cbdc-:1:-1:-1:11:0:2:0:7:10
pair_06/match_B/4ply_review/gnu_vs_sage_match_6b_game_1.txt,57,+9wZAAD7XgAADg,AQHpAAAAAAAE,O,roll,2,2,0,0,7,0,0,2,O,0,0,0,0,0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 5 2,2 5 0 3 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BEcCC-B-------------adeb-:1:-1:-1:22:0:0:0:7:10
pair_05/match_B/4ply_review/gnu_vs_sage_match_5b_game_1.txt,19,+DwfBADYdhcADA,MAHuAAAAAAAE,O,roll,4,3,0,0,7,0,0,1,centered,0,0,0,0,0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 2 0 0 0,0 0 0 5 0 4 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,XGID=---bE-D-E----A--accbbb----:0:0:-1:43:0:0:0:7:10
pair_05/match_B/4ply_review/gnu_vs_sage_match_5b_game_1.txt,21,+Hw+AAC03Q4ADA,MIHtAAAAAAAE,O,roll,3,3,0,0,7,0,0,1,centered,0,0,0,0,0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 2 2 1 0 0,0 0 0 5 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=---bE-E-E--------cbcbba---:0:0:-1:33:0:0:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,52,+QAAILbtBgBCAA,AQHgAEAAIAAE,O,cube_decision,0,0,4,4,7,0,0,2,O,1,0,0,8,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 0,1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,XGID=aA-Ea-------------bcbbbbA-:1:-1:-1:00:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,53,+QAAILbtBgBCAA,ARngAEAAIAAE,O,double,0,0,4,4,7,0,0,2,O,1,0,0,8,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 0,1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,XGID=aA-Ea-------------bcbbbbA-:1:-1:-1:D:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,54,+QAAILbtBgBCAA,EgH7AEAAIAAE,O,roll,6,6,4,4,7,0,0,4,X,1,0,0,8,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 0,1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,XGID=aA-Ea-------------bcbbbbA-:2:1:-1:66:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,56,+QAAQG3bDQAEAA,EgHlAEAAIAAE,O,roll,2,1,4,4,7,0,0,4,X,0,1,0,8,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 1,1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-A-Ea-------------bcbbbbaA:2:1:-1:21:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,58,+QAAQG3bDYAAAA,EgHyAEAAIAAE,O,roll,4,4,4,4,7,0,0,4,X,0,1,0,8,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 1,1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-A-E---a----------bcbbbbaA:2:1:-1:44:4:4:0:7:10
pair_01/match_B/4ply_review/gnu_vs_sage_match_1b_game_1.txt,53,+QUAAL4bkCAwAA,AYHyAAAAAAAE,O,roll,5,4,0,0,7,0,0,2,O,0,0,0,7,0 2 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 2 3 5,1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-AbFA---a----a-a------bce-:1:-1:-1:54:0:0:0:7:10
pair_01/match_B/4ply_review/gnu_vs_sage_match_1b_game_1.txt,51,+R0AAPhuQAJgAg,AYHuAAAAAAAE,O,roll,5,3,0,0,7,0,0,2,O,1,0,0,5,0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 3 5,1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=aAbFC--------a-a------bce-:1:-1:-1:53:0:0:0:7:10
pair_08/match_B/4ply_review/gnu_vs_sage_match_8b_game_3.txt,95,+R4AALjbgIHAAA,UYnmACAAEAAE,X,roll,5,1,2,2,7,0,0,2,X,0,0,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 1,3 3 2 2 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 2 0,XGID=-CCBB------B-----A---deBa-:1:1:1:51:2:2:0:7:10
pair_08/match_B/4ply_review/gnu_vs_sage_match_8b_game_3.txt,93,+d4DAIC7DQACDw,UQn7ACAAEAAE,X,roll,6,6,2,2,7,0,0,2,X,0,0,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 5 0 1,3 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0,XGID=-CCBB------------A--ddeDa-:1:1:1:66:2:2:0:7:10
pair_04/match_A/4ply_review/gnu_vs_sage_match_4a_game_8.txt,60,+gEAAN+2AQAiAA,MAHqAGAAMAAE,O,roll,4,2,6,6,7,0,1,1,centered,0,0,0,8,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 5,0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-aAFa---------------bbbbe-:0:0:-1:42:6:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,14,+jgPBgBsXYMBUA,QQnlAGAAKAAE,X,roll,2,1,6,5,7,0,1,2,O,0,1,0,0,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4 0 3 0 0 5 1 0,0 0 2 2 1 3 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1,XGID=---BBACAB---bB---d-c--eaAA:1:-1:1:21:5:6:0:7:10
pair_08/match_A/4ply_review/gnu_vs_sage_match_8a_game_3.txt,56,+wEAALYBAAAAAA,EoHqAEAAEAAE,O,roll,5,2,4,2,7,0,0,4,X,0,0,9,7,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2,2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-BF-------------------bbb-:2:1:-1:52:2:4:0:7:10
pair_10/match_A/4ply_review/gnu_vs_sage_match_10a_game_3.txt,57,+wQAAO7tAACMAA,AQH3ACAAAAAE,O,roll,6,5,2,0,7,0,0,2,O,1,0,0,7,0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3,2 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=aBEbA----------------cbdc-:1:-1:-1:65:0:2:0:7:10
pair_10/match_A/4ply_review/gnu_vs_sage_match_10a_game_5.txt,63,+yYAADgAEAAAAA,UgnqACAAKAAE,X,roll,4,2,2,5,7,0,0,4,X,0,0,5,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 5 2,3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0,XGID=-C-------------A----a-beb-:2:1:1:42:5:2:0:7:10
pair_10/match_B/4ply_review/gnu_vs_sage_match_10b_game_1.txt,41,+z0ZAAC27QQAQw,UQn7AAAAAAAE,X,roll,6,6,0,0,7,0,0,2,X,0,1,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 4 6 2,0 2 2 2 2 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0,XGID=--BBBBC-A---------b-aBdfbA:1:1:1:66:0:0:0:7:10
pair_09/match_A/4ply_review/gnu_vs_sage_match_9a_game_3.txt,49,/04AAMC4WwWAAQ,AQHzACAACAAE,O,roll,6,4,2,1,7,0,0,2,O,0,0,0,3,0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 3 3 0 0 2 0,8 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-HCbA----------aaabcc--b--:1:-1:-1:64:1:2:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,58,/10BAIC3BQAAAA,QQnuAGAAKAAE,X,roll,4,3,6,5,7,0,1,2,O,0,0,1,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 9,4 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-DBBA----------------aaci-:1:-1:1:43:5:6:0:7:10
pair_02/match_B/4ply_review/gnu_vs_sage_match_2b_game_1.txt,84,/34AAIAJAAAAAA,EgHpAAAAAAAE,O,roll,2,2,0,0,7,0,0,4,X,0,0,12,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2,8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-HF-------------------a-b-:2:1:-1:22:0:0:0:7:10
pair_02/match_B/4ply_review/gnu_vs_sage_match_2b_game_1.txt,80,/34ACABnABAAAA,EgHyAAAAAAAE,O,roll,4,4,0,0,7,0,0,4,X,0,0,9,0,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3,8 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,XGID=-HF------a----A-------b-c-:2:1:-1:44:0:0:0:7:10
pair_02/match_B/4ply_review/gnu_vs_sage_match_2b_game_1.txt,82,/34QAABnAAAAAA,EoHmAAAAAAAE,O,roll,5,1,0,0,7,0,0,4,X,0,0,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3,8 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-HF----A--------------b-c-:2:1:-1:51:0:0:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,44,/7sAACC27RYAAQ,QYntAGAAKAAE,X,roll,3,3,6,5,7,0,1,2,O,0,0,0,0,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 10,0 2 2 2 2 3 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,XGID=-aBBBBCBA----------A--acj-:1:-1:1:33:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,52,/7sAAEC77Q4AAA,QYn2AGAAKAAE,X,roll,5,5,6,5,7,0,1,2,O,1,0,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 10,2 3 2 2 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=aBCBBCC---------------acj-:1:-1:1:55:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,50,/7sAAEDbdg8AAA,QYnkAGAAKAAE,X,roll,1,1,6,5,7,0,1,2,O,1,0,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 10,2 2 2 2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=aBBBBCD---------------acj-:1:-1:1:11:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,48,/7sAAEDbdgcIAA,QYnuAGAAKAAE,X,roll,5,3,6,5,7,0,1,2,O,1,0,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 10,2 2 2 2 3 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,XGID=aBBBBCC-------A-------acj-:1:-1:1:53:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,46,/7sAAEDbthMAAQ,QYnuAGAAKAAE,X,roll,5,3,6,5,7,0,1,2,O,1,0,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 10,2 2 2 2 2 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,XGID=aBBBBBC-A----------A--acj-:1:-1:1:53:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,54,/7sACAB3mwEAAA,QQnzAGAAKAAE,X,roll,6,4,6,5,7,0,1,2,O,0,0,0,3,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 3 10,3 3 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-CCBB-B----a----------acj-:1:-1:1:64:5:6:0:7:10
pair_03/match_A/4ply_review/gnu_vs_sage_match_3a_game_6.txt,56,/7tAAAB3SwAAAA,QYnqAGAAKAAE,X,roll,5,2,6,5,7,0,1,2,O,0,0,0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 10,3 3 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-CCBA-A---------a-----acj-:1:-1:1:52:5:6:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,44,/A4AANi2ARHQAA,AYHkAEAAIAAE,O,roll,1,1,4,4,7,0,0,2,O,0,0,0,6,2 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 2 2 2 2 0,0 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-baFC----a--a------bbbbb--:1:-1:-1:11:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,48,/AAAQLZtQQApAA,AQHyAEAAIAAE,O,roll,4,4,4,4,7,0,0,2,O,0,1,0,8,1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 2 2 2 2 0,0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-aaFa--------a----abbbbb-A:1:-1:-1:44:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,50,/AAAQLZtgwAiAA,AYHmAEAAIAAE,O,roll,5,1,4,4,7,0,0,2,O,0,1,0,8,1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 2 2 2 2 2 0,0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-a-Fa--------a----bbbbbb-A:1:-1:-1:51:4:4:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,46,/AIAALZtoAA0AA,AQHvAEAAIAAE,O,roll,6,3,4,4,7,0,0,2,O,0,0,0,8,2 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 2 2 2 2 0,0 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-baFA-------aa-----bbbbb--:1:-1:-1:63:4:4:0:7:10
pair_04/match_A/4ply_review/gnu_vs_sage_match_4a_game_8.txt,58,/AwAAL5tiABgAA,MIHtAGAAMAAE,O,roll,3,3,6,6,7,0,1,1,centered,0,0,0,7,2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 2 2 5,0 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-b-F-B--------a--a---bbbe-:0:0:-1:33:6:6:0:7:10
pair_04/match_A/4ply_review/gnu_vs_sage_match_4a_game_8.txt,56,/BwAAHzbQEDAAA,MAHpAGAAMAAE,O,roll,2,2,6,6,7,0,1,1,centered,0,0,0,6,2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 2 2 5,0 0 6 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-b-F-C--a------a-----bbbe-:0:0:-1:22:6:6:0:7:10
pair_01/match_B/4ply_review/gnu_vs_sage_match_1b_game_1.txt,49,/D0AAPDdAGDAAg,AQHzAAAAAAAE,O,roll,6,4,0,0,7,0,0,2,O,0,0,0,4,1 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 3 5,0 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-abGD----b------------bce-:1:-1:-1:64:0:0:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,42,/D4AAGDbBgRgAw,AQHuAEAAIAAE,O,roll,4,3,4,4,7,0,0,2,O,0,0,0,4,2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 2 2 2 0,0 0 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-bbFE-------a------bbbbb--:1:-1:-1:43:4:4:0:7:10
pair_01/match_B/4ply_review/gnu_vs_sage_match_1b_game_1.txt,45,/H0AQMB3AwCECw,AQHnAAAAAAAE,O,roll,6,1,0,0,7,0,0,2,O,0,0,0,2,1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 5,0 0 7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,XGID=-acGE-a------------A--bce-:1:-1:-1:61:0:0:0:7:10
pair_01/match_B/4ply_review/gnu_vs_sage_match_1b_game_1.txt,43,/H0BAMB3AwDADQ,AQHmAAAAAAAE,O,roll,4,1,0,0,7,0,0,2,O,0,0,0,2,2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 5,0 0 7 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-bcGEA----------------bce-:1:-1:-1:41:0:0:0:7:10
pair_07/match_B/4ply_review/gnu_vs_sage_match_7b_game_5.txt,32,/HYXAABsmyAANw,AYHlAEAAIAAE,O,roll,3,1,4,4,7,0,0,2,O,0,0,0,0,2 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 2 2 2 0 0,0 0 6 2 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,XGID=-bcFBCCA----a----a-bbbb---:1:-1:-1:31:4:4:0:7:10
